seasoncollected,phylum,yearcollected
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1984
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
winter,Mollusca,1969
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1994
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1995
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
winter,Mollusca,1996
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
winter,Mollusca,1990
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
summer,Mollusca,1992
